X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
498107.341857922,52009.5984489152,792,PUTNEY FOOD CO-OP,0.72,Food Establishment,Grocery,,8 CAROL BROWN WAY,PUTNEY,WINDHAM,05346,,http://www.putneycoop.com/,,1
440881.007041102,113170.54540293,793,THE PUTNEY DINER,0.525,Food Establishment,Restaurant,,128 Main ST,PUTNEY,WINDHAM,05346,8023875433,,https://www.facebook.com/pages/The-Putney-Diner/475577220537,1
498148.119904996,51965.152054335,794,PUTNEY FARMERS' MARKET (SUMMER),0.18,Food Establishment,Grocery,Farmers' Market,CAROL BROWN WAY,PUTNEY,WINDHAM,05346,,http://putneyfarmersmarket.org/,https://www.facebook.com/putneyfarmersmarket,1
498107.341857922,52009.5984489152,795,PUTNEY CONSUMERS COOPERATIVE,0.72,Food Establishment,Restaurant,,8 CAROL BROWN WAY,PUTNEY,WINDHAM,05346,8023875866,,,1
504287.559209798,70662.6603345174,796,PIZZA PALACE,0.42,Food Establishment,Restaurant,,111 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024634447,,,1
504254.98139809,70718.1856604186,797,CHINA GARDEN,0.7875,Food Establishment,Restaurant,,117 ROCKINGHAM ST,ROCKINGHAM,WINDHAM,05101,(802) 463-9885,,,1
504165.481692233,70729.2395366459,798,Dunkin’ Donuts,0.26,Food Establishment,Restaurant,,124 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024638167,,,1
504165.481692233,70729.2395366459,799,T-BIRD MINI MART,0.13,Food Establishment,Restaurant,Deli,124 ROCKINGHAM ST,ROCKINGHAM,WINDHAM,05101,(802) 603-3520,,,1
499593.616602135,77460.1557135285,800,MILDREDS DAIRY BAR AT ROCKINGHAM,0.05,Food Establishment,Caterer,,1292 ROCKINGHAM ROAD,ROCKINGHAM,WINDHAM,05101,,,,1
504369.109279402,70362.7652116145,801,SAXTONS RIVER ELEMENTARY SCHOOL,0.06441,Food Establishment,School,,15 SCHOOL ST,SAXTONS RIVER,WINDHAM,05101,8028692637,,,1
504377.452242925,70040.6055351915,802,WEEPING CHERRY BED & BREAKFAST,0.26,Food Establishment,Restaurant,,16 SOUTH ST,ROCKINGHAM,WINDHAM,05101,(802) 463-9521,,,1
504482.905731431,70529.4762322342,803,HRAEFNWOOD CAFE,0.26,Food Establishment,Restaurant,,23 CANAL ST,ROCKINGHAM,WINDHAM,05101,(802) 299-7429,,,1
504466.670230416,70473.9198547151,804,VERMONT PRETZEL CO,0.1155,Food Establishment,Caterer,,24 ROCKINGHAM ST,ROCKINGHAM,WINDHAM,05101,(802) 460-2424,,,1
499422.385556585,70972.3926572271,805,SAXTONS RIVER VILLAGE MARKET,0.72,Food Establishment,Caterer,,25 MAIN ST,ROCKINGHAM,WINDHAM,05154,8028692266,,,1
456501.538879134,135428.10438068,806,KEITHS COUNTRY STORE,0.18,Food Establishment,Convenience Store,,4085 ROUTE 7,PITTSFORD,RUTLAND,05763,8024836489,,,1
456501.538879134,135428.10438068,807,NEW ENGLAND MAPLE MUSEUM,0.05,Food Establishment,Caterer,,US ROUTE 7,PITTSFORD,RUTLAND,05763,,,,1
440153.534423191,113199.199253165,809,CERRIDWEN FARM,,Food Manufacturer,Food Processor,,1 BRENNAN CIR,POULTNEY,RUTLAND,05764,8022872944,,,1
486469.660268123,277439.450646766,810,POULTNEY SMART SHOP,0.26,Food Establishment,Restaurant,,1 E MAIN ST,POULTNEY,RUTLAND,05764,(802) 287-5802,,,1
461911.99272527,123229.016488357,811,DUNKIN' DONUTS,0.189,Food Establishment,Convenience Store,,10 E MAIN ST,POULTNEY,RUTLAND,05701,8027755534,,,1
443016.645462988,114240.968918774,812,EAST POULTNEY GENERAL STORE,0.18,Food Establishment,Convenience Store,,11 ON THE GREEN,POULTNEY,RUTLAND,05741,8022874042,http://www.vaics.org/stores?store=20,https://www.facebook.com/pages/East-Poultney-General-Store/169874123027745,1
440525.650012824,113218.120803168,813,TROLLEY STOP,0.231,Food Establishment,Restaurant,,143 MAIN ST,POULTNEY,RUTLAND,05764,(802) 287-5858,,,1
440994.492525336,113202.881432496,816,POULTNEY HIGH SCHOOL,0.041475,Food Establishment,Caterer,,154 E MAIN ST,POULTNEY,RUTLAND,05764,8022875212,http://www.phsvt.org/,,1
440493.702420858,113262.846532515,818,TAPS TAVERN,0.5145,Food Establishment,Bar,,158 MAIN ST,POULTNEY,RUTLAND,05702,8023422012,,,1
440713.175598101,113394.238310229,819,BOMOSEEN GRANGE 273 INC,0.05,Food Establishment,Private Club,,17 CHURCH ST,POULTNEY,RUTLAND,05764,(802) 468-5570,,,1
445149.758806142,117067.574300735,820,GREEN SUGAR HOUSE,,Food Manufacturer,Food Processor,,1846 FINEL HOLLOW RD,POULTNEY,RUTLAND,05764,(802) 2879-433,,,1
440413.048050598,113285.782067218,821,POULTNEY MARKET & SPIRITS,0.18,Food Establishment,Grocery,,206 MAIN ST,POULTNEY,RUTLAND,05764,(802) 287-5732,,,1
440413.048050598,113285.782067218,822,FULL BELLY DELI AND BEVERAGE LLC,0.05,Food Establishment,Convenience Store,,206 MAIN ST,POULTNEY,RUTLAND,05735,8027709317,,,1
440388.2020879,113219.337351108,823,STEWARTS SHOP #191,0.13,Food Establishment,Restaurant,Deli,205 MAIN ST,POULTNEY,RUTLAND,05764,8022879391,http://www.stewartsshops.com/,,1
440347.874741191,113230.805627649,824,POULTNEY HOUSE OF PIZZA,0.441,Food Establishment,Restaurant,,245 MAIN ST,POULTNEY,RUTLAND,05764,8022879439,,,1
440703.523793866,113216.550616144,825,TOTS DINER,0.3675,Food Establishment,Restaurant,,25 MAIN ST,POULTNEY,RUTLAND,05764,(802) 287-4267,,,1
440703.523793866,113216.550616144,826,TO TS DINER,0.26,Food Establishment,Restaurant,,25 MAIN STREET,POULTNEY,RUTLAND,05764,,,,1
440339.789582352,113230.877325362,827,PERRY'S MAIN STREET EATERY ,0.26,Food Establishment,Restaurant,,253 MAIN ST,POULTNEY,RUTLAND,05764,5182829826,,,1
443285.273583142,109661.091204643,828,LAKE ST CATHERINE COUNTRY CLUB,0.21,Food Establishment,Restaurant,,2395 VT ROUTE 30,POULTNEY,RUTLAND,05764,8022879341,,,1
440469.84032419,113307.50086882,829,RED BRICK GRILL,0.26,Food Establishment,Restaurant,,28 DEPOT ST,POULTNEY,RUTLAND,05764,(802) 287-2323,,,1
441230.030531076,113323.038237885,830,DISCOUNT FOOD OF POULTNEY,0.72,Food Establishment,Grocery,,298 E MAIN ST,POULTNEY,RUTLAND,05764,,,https://www.facebook.com/discountfood,1
443184.170900552,109184.185224739,831,LAKE ST CATHERINE STATE PARK CONCESSION,0.13,Food Establishment,Restaurant,Concession,3034 ROUTE 30 S,POULTNEY,RUTLAND,05764,,,,1
440023.857925769,118600.234531375,832,DRAGON BREADS,0.13,Food Establishment,Bakery,,3040 YORK STREET,POULTNEY,RUTLAND,05764,,,,1
443328.762518231,109060.750068003,833,BARN-BA-Q,0.05,Food Establishment,Caterer,,3109 VT ROUTE 30,POULTNEY,RUTLAND,05764,,,,1
440103.836270346,113066.31179338,834,THE BENTLEY HOUSE BED AND BREAKFAST,0.063,Food Establishment,B&B,,399 BENTLEY AVE,POULTNEY,RUTLAND,05764,8022874004,https://www.thebentleyhouse.com/,,1
440389.481917406,113363.766504793,835,SHAWS #1323,0.72,Food Establishment,Bakery,,55 DEPOT ST,POULTNEY,RUTLAND,05764,5083508620,,,1
440355.368898295,113164.074339723,836,THAI FOOD,0.05,Food Establishment,Caterer,,56 MAPLE STREET,POULTNEY,RUTLAND,05764,,,,1
443975.933947123,108077.60221599,837,TOAD HALL B & B,0.063,Food Establishment,Lodging,,828 ENDLESS BROOK RD,POULTNEY,RUTLAND,05764,8022874455,,,1
440363.545006073,114086.199418458,838,POULTNEY ELEMENTARY SCHOOL,0.13334,Food Establishment,School,,96 School CIR,POULTNEY,RUTLAND,05764,8022875212,http://www.edline.net/pages/Poultney_Elementary_School,,1
443028.2175895,107963.331654029,839,CONES POINT GENERAL STORE,0.18,Food Establishment,Caterer,,3816 VT ROUTE 30 SOUTH,POULTNEY,RUTLAND,05774,802-287-9925,,,1
455829.572090931,128854.962788717,840,SUNFLOWER HILL BAKERY,0.13,Food Establishment,Bakery,,11 MCGARRY ST,PROCTOR,RUTLAND,05765,(802) 459-3471,,,1
456565.974996603,129216.795957715,841,PROCTOR ELEMENTARY SCHOOL,0.095485,Food Establishment,School,,14 SCHOOL ST,PROCTOR,RUTLAND,05765,8027709715,,,1
456436.48907957,129150.973475582,842,MORGAN'S SPIRITS AND FOOD,0.26,Food Establishment,Restaurant,,21 NORTH ST,PROCTOR,RUTLAND,05765,,,,1
456413.304454723,129306.67368448,844,FRANKLINS,0.756,Food Establishment,Bar,,25 NORTH ST,PROCTOR,RUTLAND,05765,802-459-3320,,,1
456168.570585438,128886.066557249,845,WEST STREET MARKET,0.18,Food Establishment,Grocery,,36 WEST ST,PROCTOR,RUTLAND,05765,,,,1
457311.201861487,128445.367815197,846,PROCTOR JR SR HIGH SCHOOL,0.026775,Food Establishment,School,,4 PARK ST,PROCTOR,RUTLAND,05765,8024596323,,,1
456840.497196216,129259.462826594,847,SNOW FARM WINERY TASTING ROOM,,Food Manufacturer,Alcohol Manufacturer,Wine,52 MAIN ST,PROCTOR,RUTLAND,05765,(802) 4593-450,,,1
456119.372565697,128764.171586503,848,WEST SIDE DINER,0.26,Food Establishment,Restaurant,,53 WEST ST,PROCTOR,RUTLAND,05765,,,,1
456686.601846519,129160.461017976,849,CHARLIES BBQ EMPORIUM INC,0.05,Food Establishment,Caterer,,9 PINE ST,PROCTOR,RUTLAND,05765,(802) 459-2073,,,1
464094.856898365,125316.842659706,850,"GABLES AT EAST MOUNTAIN, THE",0.105,Nursing/Assisted Living,Residential Facility,,1 GABLES PLACE,RUTLAND,RUTLAND,05701,(802) 770-5263,,,1
462625.13470331,123713.86296434,851,SUBWAY #28116,0.336,Food Establishment,Restaurant,,1 RUTLAND SHOPPING PLAZA,RUTLAND,RUTLAND,05701,8027753305,,,1
461681.00012648,122363.718321284,852,WOODSTOCK COOKIE,0.13,Food Establishment,Bakery,,1 SCALE AVE BUILDING 2,RUTLAND,RUTLAND,05701,,,,1
461681.00012648,122363.718321284,853,JUPITER RISING BAKERY,0.13,Food Establishment,Bakery,,1 SCALE AVE BLDG 6,RUTLAND,RUTLAND,05702,8023453113,,,1
461417.563037165,122887.419039432,854,STEWART'S SHOPS,0.26,Food Establishment,Restaurant,,1 STRONGS AVE,RUTLAND,RUTLAND,05701,,http://www.stewartsshops.com/,,1
462154.198480747,124660.893029855,855,C & J HOME CATERING,0.05,Food Establishment,Caterer,,10 HILLCREST ROAD,RUTLAND,RUTLAND,05701,,,,1
461928.390870217,123273.365134124,856,PAISANOS ITALIAN KITCHEN,0.18,Food Establishment,Restaurant,,11 TERRILL ST,RUTLAND,RUTLAND,05701,8027751652,,,1
461082.301953637,122156.066768603,857,UNITED DISTRIBUTING VERMONT,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",100 1ST ST,RUTLAND,RUTLAND,05701,,,,1
461082.301953637,122156.066768603,858,WINE LTD,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",100 1ST ST,RUTLAND,RUTLAND,05701,,,,1
462638.186206972,120258.454548084,859,CASTLETON UNIVERSITY SPARTAN ARENA,0.13,Food Establishment,Restaurant,Concession,100 DIAMOND RUN MALL PL,RUTLAND,RUTLAND,05701,8027753100,,,1
461032.496001691,123311.842598307,861,Jiffy Mart,0.18,Food Establishment,Convenience Store,,100 STATE ST,RUTLAND,RUTLAND,05701,8027739824,http://www.jiffymartstores.com/,,1
461786.27815373,122418.669882998,862,RAMUNTO'S PIZZA OF RUTLAND,0.3885,Food Establishment,Restaurant,,102 STRONGS AVE,RUTLAND,RUTLAND,05701,8027479980,http://www.ramuntossicilianpizza.com/,,1
461281.919849285,123165.961962636,863,TOKYO HOUSE JAPANESE RESTAURANT,0.42,Food Establishment,Restaurant,,106 WEST ST STE 2,RUTLAND,RUTLAND,05701,8027868080,,http://www.facebook.com/pages/Tokyo-House/116158021746530,1
455793.612718647,122177.722891351,864,TERRILL STREET DISCOUNT BEVERAGE CENTER,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",11 TERRILL ST,RUTLAND,RUTLAND,05701,,http://terrillstreetbeverage.com/,http://www.facebook.com/TerrillStreetDiscountBeverage,1
457868.133573307,122075.488959475,865,GOOD FOOD DRIVE THRU,0.05,Food Establishment,Caterer,,1101 BUSINESS ROUTE 4,RUTLAND,RUTLAND,05765,,,,1
462700.93811099,124280.073212956,866,NORTHEAST ELEMENTARY SCHOOL,0.141815,Food Establishment,School,,117 TEMPLE ST,RUTLAND,RUTLAND,05701,6034370200,,,1
462018.765666721,123550.613695122,867,LITTLE CAESARS PIZZA,0.168,Food Establishment,Restaurant,,113 US ROUTE 4,RUTLAND,RUTLAND,05701,8027733434,http://littlecaesars.com/,https://www.facebook.com/LittleCaesars,1
461321.25965176,122987.967761732,868,BRIX WINE BAR,0.21,Food Establishment,Restaurant,,118 MERCHANTS ROW,RUTLAND,RUTLAND,05701,8027764175,,,1
464298.417968168,130193.253489532,869,CHITTENDEN DAM GOOD PIZZA,0.26,Food Establishment,Restaurant,,12 CHITTENDEN ROAD,RUTLAND,RUTLAND,05701,,,,1
461451.452925647,123164.985309997,871,THE VENUE,0.441,Food Establishment,Bar,,12 WALES ST,RUTLAND,RUTLAND,05701,8027799007,,,1
461225.601536122,123199.618710991,873,LITTLE HARRYS,1.47,Food Establishment,Restaurant,,121 WEST ST,RUTLAND,RUTLAND,05701,8027474848,http://littleharrys.com/,,1
462690.949843026,123935.705135495,874,GINGER CHINA RESTAURANT,0.819,Food Establishment,Restaurant,,124 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,8027790084,,,1
460846.885777696,123324.034199641,875,UNCLE SAMS PUB,0.6825,Food Establishment,Restaurant,,125 STATE ST,RUTLAND,RUTLAND,05701,8027756963,,https://www.facebook.com/pages/Uncle-Sams-Pub/186367521430,1
461337.277990723,122965.654504037,876,KELVANS,0.735,Food Establishment,Restaurant,,128 MERCHANTS ROW,RUTLAND,RUTLAND,05701,8023532182,,,1
461019.838200468,123911.881263969,877,GROVE STREET JOLLEY #138,0.18,Food Establishment,Convenience Store,,129 GROVE ST,RUTLAND,RUTLAND,05478,8025273272,,,1
460826.846689738,122657.523766193,878,ST. JOSEPH KERVICK RESIDENCE III,0.28875,Nursing/Assisted Living,Residential Facility,,131 CONVENT AVENUE,RUTLAND,RUTLAND,05701,,,,1
460826.846689738,122657.523766193,879,ST. JOSEPH KERVICK RESIDENCE IV,0.0105,Nursing/Assisted Living,Residential Facility,,131 CONVENT AVENUE,RUTLAND,RUTLAND,05701,(802) 775-5133,,,1
462739.999689838,124046.536741923,880,THELMA & LOUISE DELI,0.05,Food Establishment,Restaurant,,131 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,8027791051,,,1
460711.340406127,123613.699152027,881,BROWNSTONE TAVERN,0.13,Food Establishment,Restaurant,Bars/Pubs,132 LIBRARY AVE,RUTLAND,RUTLAND,05701,,,,1
462747.824695061,124002.051506246,882,OLYMPIC PIZZA ,0.882,Food Establishment,Restaurant,,134 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,8027862200,http://www.olympicpizzavt.com/,,1
461229.613696013,121099.723347291,883,VERMONT HALAL QUALITY MEAT,0.18,Food Establishment,Grocery,,136 PARK ST,RUTLAND,RUTLAND,05701,,,,1
461954.821854778,122239.945041949,884,BUENO BURRITO,0.2625,Food Establishment,Restaurant,,136 Strongs  AVE,RUTLAND,RUTLAND,05701,8027727033,,,1
460671.173556558,123647.26604194,885,BEDARD'S CASH MARKET,0.72,Food Establishment,Grocery,,137 LIBRARY AVE,RUTLAND,RUTLAND,05701,,,https://www.facebook.com/pages/Bedard-Cash-Market/120520641295460,1
461889.16309509,123473.575934283,886,TOPS FRIENDLY MARKET,0.72,Food Establishment,Grocery,,14 N MAIN STREET,,RUTLAND,05701,,http://www.gufamilymarkets.com/,,1
462067.482501316,122172.644519472,887,Dunkin’ Donuts,0.3675,Food Establishment,Bakery,,142 S MAIN ST,RUTLAND,RUTLAND,05701,8027738545,,,1
460270.951547866,122860.781825651,889,AVELLINO BAKERY,0.13,Food Establishment,Bakery,,15 BELDEN ROAD,RUTLAND,RUTLAND,05701,,,,1
461305.497829332,123054.721375066,890,GUS' TOBACCO STORE,0.18,Food Establishment,Grocery,,15 CENTER STREET,RUTLAND,RUTLAND,05701,(802) 773-7770,http://www.vaics.org/stores?store=60,,1
462077.943533668,122594.781412697,891,LUCKY DEL'S EATERY,0.26,Food Establishment,Restaurant,,15 JACKSON AVE,RUTLAND,RUTLAND,05701,,,,1
461994.437104089,122106.395441799,892,KFC,0.294,Food Establishment,Restaurant,,153 S MAIN ST,RUTLAND,RUTLAND,05701,2078781721,,,1
462821.211912231,124134.969391031,893,VERMONT BAGEL CAFE,0.26,Food Establishment,Restaurant,,155 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,,,https://www.facebook.com/pages/The-Vermont-Bagel-Cafe/117742308252513,1
464068.918401215,124994.779123527,894,MEADOWS AT EAST MOUNTAIN,0.378,Nursing/Assisted Living,Residential Facility,,157 HERITAGE HILL PLACE,RUTLAND,RUTLAND,05701,(802) 775-3300,,,1
462861.694131242,124156.965889419,895,PIZZA HUT,1.281,Food Establishment,Restaurant,,157 Woodstock  AVE,RUTLAND,RUTLAND,05701,8027736008,http://www.pizzahut.com/,,1
462002.259662714,122061.909455876,896,NUMBER ONE CHINESE RESTAURANT,0.26,Food Establishment,Restaurant,,159 S MAIN ST,RUTLAND,RUTLAND,05701,,http://no1chineserutland.com/,,1
463254.084586189,122110.487761996,897,RUTLAND REGIONAL MEDICAL CENTER,0.987,Hospital,,,160 ALLEN STREET,RUTLAND,RUTLAND,05701,(802) 775-7111,,,1
462616.971622681,126591.517733409,898,RUTLAND TOWN ELEMENTARY SCHOOL,0.197185,Food Establishment,School,,1612 POST RD,RUTLAND,RUTLAND,05701,8007750566,,,1
463153.208489415,122855.438079419,899,OUR HOUSE RESIDENTIAL CARE HOME,0.0525,Nursing/Assisted Living,Residential Facility,,162 JACKSON AVENUE,RUTLAND,RUTLAND,05701,,,,1
462206.122370101,120983.048636348,901,FRIENDLY'S #706,0.26,Food Establishment,Restaurant,,165 US ROUTE 7,RUTLAND,RUTLAND,05701,,http://www.friendlys.com/,https://www.facebook.com/friendlys,1
462942.534942583,124178.739421543,902,AMYLAND AMUSEMENTS DBA NANS DOGS,0.05,Food Establishment,Caterer,,167 ST JOHN STREET,RUTLAND,RUTLAND,05702,,,,1
460394.808029287,123326.688956975,903,MARBLE VALLEY REGIONAL CORRECTIONAL FACILITY,0.6195,Correctional Facility,,,167 STATE STREET,RUTLAND,RUTLAND,05701,,,,1
459347.056817825,126277.246797847,904,RUTLAND COUNTRY STORE,0.05,Food Establishment,Convenience Store,,215 NORTH MAIN ST,RUTLAND,RUTLAND,05701,8027737091,,,1
463197.904523731,123644.032186273,905,MARIE P COOMBS,0.13,Food Establishment,Home-based Business,,17 VICTOR PLACE,RUTLAND,RUTLAND,05701,8027753913,,,1
462147.158739054,121983.317397363,906,SOUTHSIDE STEAKHOUSE,0.26,Food Establishment,Restaurant,,170 SOUTH MAIN ST,RUTLAND,RUTLAND,05701,8022367784,http://southstationrestaurant.com/,,1
461372.270210412,122032.176072977,907,CAGGIGI'S MARKET,0.72,Food Establishment,Grocery,,172 GRANGER ST,RUTLAND,RUTLAND,05701,,,,1
462066.100429691,121928.223174061,908,CJ'S SUDS SOUTH,0.357,Food Establishment,Bar,Bars/Pubs,174 SOUTH MAIN ST,RUTLAND,RUTLAND,05701,8027753775,,https://www.facebook.com/pages/Cj-S-Suds-South/111508892222289,1
463470.530130406,124786.915433379,909,JOHNNY BOYS PANCAKE HOUSE II,0.63,Food Establishment,Restaurant,,182 ROUTE 4 EAST,RUTLAND,RUTLAND,05701,8028558043,,,1
462106.033597396,121850.224607523,910,McDonald’s,1.638,Food Establishment,Restaurant,,195 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,8027473365,,,1
463023.497776616,124222.734122081,911,GREEN MOUNTAIN BOYS DISCOUNT BEVERAGES,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",182 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,,,https://www.facebook.com/pages/Green-Mountain-Boys-Discount-Beverages/92185211641,1
462519.396444945,120681.311227597,913,WAFFLE CABIN,0.13,Food Establishment,Bakery,,194 SEWARD RD,RUTLAND,RUTLAND,05701,781-910-6220,,,1
463120.18194859,122722.294697199,914,CRISIS STABILIZATION & INPATIENT DIVERSION PROGRAM (CSID),0.0315,Nursing/Assisted Living,Residential Facility,,195 STRATTON ROAD,RUTLAND,RUTLAND,05701,(802) 775-4388,,,1
462550.383622415,121892.171134262,915,OUR HOUSE OUTBACK,0.063,Nursing/Assisted Living,Residential Facility,,196 MUSSEY STREET,RUTLAND,RUTLAND,05701,,,,1
461305.241420245,123010.281059148,917,CENTER STREET ALLEY,0.504,Food Establishment,Bar,,2 CENTER ST,RUTLAND,RUTLAND,05701,8023537673,,,1
462251.615961757,124760.337850566,918,WESTVIEW COURT,0.0315,Nursing/Assisted Living,Residential Facility,,2 WESTVIEW COURT,RUTLAND,RUTLAND,05701,(802) 747-7025,,,1
460286.703594601,122794.025739149,919,"BEST OF VERMONT, LLC",0.18,Food Establishment,Grocery,Online market,20 BELDEN ROAD,RUTLAND,RUTLAND,05701,,http://bestofvermont.com/,,1
463145.367579681,124366.498699462,920,McDonald’s,1.071,Food Establishment,Restaurant,,195 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,8027473365,http://www.mcdonalds.com/us/en/home.html,,1
461169.476781389,123266.60618635,921,SUBMULOC LOUNGE,0.2625,Food Establishment,Private Club,,21 MERCHANTS ROW,RUTLAND,RUTLAND,05701,8022979200,,,1
461560.75318427,125330.89863762,922,Wendy’s,0.882,Food Establishment,Restaurant,,21 N MAIN ST,RUTLAND,RUTLAND,05701,8027731738,www.wendys.com,,1
462112.79068282,121616.867837799,923,Cumberland Farms,0.18,Food Establishment,Convenience Store,,212 S MAIN ST,RUTLAND,RUTLAND,05701,8027739819,http://www.cumberlandfarms.com/,,1
461833.476792268,123618.328473794,924,DAILY EXPRESS,0.72,Food Establishment,Grocery,,215 N MAIN ST,RUTLAND,RUTLAND,05701,,,,1
461833.476792268,123618.328473794,925,RUTLAND COUNTRY STORE,0.05,Food Establishment,Convenience Store,,215 NORTH MAIN ST,RUTLAND,RUTLAND,05702,8027737091,,,1
463194.040844921,124410.673029272,926,A CRUST ABOVE,0.63,Food Establishment,Restaurant,,215 WOODSTOCK AV,RUTLAND,RUTLAND,05701,,,http://www.facebook.com/pages/A-Crust-Above/79692716117,1
461607.393535813,125019.537821237,927,Dunkin’ Donuts,0.3675,Food Establishment,Restaurant,,217 N MAIN ST,RUTLAND,RUTLAND,05701,8027755534,,,1
461607.393535813,125019.537821237,928,TENNEYBROOK MARKET,0.18,Food Establishment,Convenience Store,,217 N MAIN ST,RUTLAND,RUTLAND,05701,8027755534,,,1
463210.366746892,124443.914720501,929,SUBWAY #47179,0.5145,Food Establishment,Restaurant,,217 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,7327134426,,,1
462079.074200162,122794.762715668,930,KILLINGTON AVENUE MARKET & DELI,0.126,Food Establishment,,Deli,22 KILLINGTON AVE,RUTLAND,RUTLAND,05701,8027732412,,https://www.facebook.com/pages/Killington-Avenue-Market-and-Deli-On-The-Go/109057019180868,1
461779.027251536,122563.146782656,931,22 ROYCE STREET HOUSE,0.03675,Nursing/Assisted Living,Residential Facility,,22 ROYCE STREET,RUTLAND,RUTLAND,05701,(802) 775-8833,,,1
463306.190347864,124254.512151618,932,RUTLAND HIGH SCHOOL,0.160125,Food Establishment,School,,22 STRATTON RD,RUTLAND,RUTLAND,05701,6034370200,,,1
463218.49915785,124454.980530233,933,BEN AND JERRY'S ICE CREAM SCOOP SHOP,0.18,Food Establishment,Grocery,Specialty foods,221 WOODSTOCK AVENUE,RUTLAND,RUTLAND,05701,,http://www.benjerry.com/,https://www.facebook.com/benjerry,1
461712.12313537,124985.607292413,934,SEWARD FAMILY RESTAURANT,1.7325,Food Establishment,Restaurant,,224 NORTH MAIN ST,RUTLAND,RUTLAND,05701,,,,1
463267.293063983,124521.375596487,935,APPLEBEES NEIGHBORHOOD GRILL & BAR 6802,0.26,Food Establishment,Restaurant,,225 WOODSTOCK AVE,RUTLAND,RUTLAND,05701,8027477700,,,1
461329.717241596,123054.581678566,937,BACK HOME AGAIN,0.26,Food Establishment,Restaurant,,23 CENTER ST,RUTLAND,RUTLAND,05701,,,,1
461329.717241596,123054.581678566,938,YELLOW DELI,2.1,Food Establishment,Restaurant,,23 CENTER ST,RUTLAND,RUTLAND,05701,802-775-9800,,,1
461710.423392258,123274.606137649,939,JONES DONUTS & BAKERY,0.13,Food Establishment,Bakery,,23 WEST ST,RUTLAND,RUTLAND,05701,8027737810,,,1
467730.024782832,127698.197306267,940,RED MOON SALOON,0.13,Food Establishment,Restaurant,Bars/Pubs,24 JOURNEYS END,RUTLAND,RUTLAND,05701,,,https://www.facebook.com/pages/Red-Moon-Saloon/7626448027,1
461218.106837914,123299.656138846,941,JILLY'S SPORTS BAR,0.13,Food Establishment,Restaurant,Bars/Pubs,24 MERCHANTS ROW,RUTLAND,RUTLAND,05701,,,,1
461218.106837914,123299.656138846,942,LOCAL THE,0.483,Food Establishment,Restaurant,,24 MERCHANTS ROW,RUTLAND,RUTLAND,05701,,,,1
461451.197474821,123120.544986916,943,Domino’s Pizza,0.05,Food Establishment,Caterer,,24 WALES ST,RUTLAND,RUTLAND,05701,8027750044,,,1
458922.561086188,122846.683792391,944,THAI ICE TEA BY TONDAO,0.05,Food Establishment,Caterer,,240 BUSINESS ROUTE 4A APT 4,RUTLAND,RUTLAND,05736,,,,1
461852.500211945,121285.030404712,945,HANNAFORD'S #306,0.72,Food Establishment,Grocery,,241 S MAIN ST,RUTLAND,RUTLAND,05701,,http://www.hannaford.com/,https://www.facebook.com/Hannaford,1
462649.22792704,123691.507839988,947,HIBACHI BUFFET,1.575,Food Establishment,Restaurant,,26 RUTLAND SHOPPING PLAZA,RUTLAND,RUTLAND,05701,,,,1
461657.343664024,125285.903381947,948,PETRO STORES,0.18,Food Establishment,Grocery,,260 S MAIN ST,RUTLAND,RUTLAND,05701,,,,1
463439.094433721,124942.632983602,949,THAI STAR,0.26,Food Establishment,Restaurant,,27 US ROUTE 4,RUTLAND,RUTLAND,05701,,,,1
461616.73689806,125241.693900464,951,BURGER KING RESTAURANT 322,0.26,Food Establishment,Restaurant,,29 N MAIN ST,RUTLAND,RUTLAND,05701,8027750295,,,1
460720.585574304,125191.333836916,952,RUTLAND COUNTRY CLUB,1.827,Food Establishment,Restaurant,,275 GROVE ST,RUTLAND,RUTLAND,05702,,,,1
463520.165741931,125008.853881691,953,PANDA PAVILION,0.26,Food Establishment,Restaurant,,283 ROUTE 4,RUTLAND,RUTLAND,05701,(802) 775-6682,,,1
463520.165741931,125008.853881691,954,EAST ASIAN CUISINE,1.323,Food Establishment,Restaurant,,283 US ROUTE 4 EAST,RUTLAND,RUTLAND,05701,8027733388,,,1
462132.313353144,120783.477619932,955,99 RESTAURANT & PUB,0.26,Food Establishment,Restaurant,,288 US ROUTE 7 SOUTH,RUTLAND,RUTLAND,05701,(802) 775-9288,http://www.99restaurants.com/,,1
